1,58,33,39
2,84,66,46
3,25,37,89
4,54,79,2
5,52,37,29
6,57,37,45
7,8,41,48
8,1,92,20
9,99,59,63
10,94,76,68
11,48,41,29
12,77,61,78
13,70,18,28
14,57,73,50
15,85,66,64
16,26,96,68
17,79,35,95
18,6,58,50
19,7,17,11
20,12,65,15
21,79,61,62
22,93,81,18
23,61,4,96
24,76,69,43
25,61,57,59
26,83,33,55
27,79,17,27
28,97,29,9
29,99,11,70
30,9,10,94
31,44,71,2
32,28,56,90
33,32,67,27
34,96,16,19
35,31,19,20
36,96,35,93
37,33,40,54
38,67,28,45
39,67,53,48
40,36,9,27
41,24,45,15
42,91,84,10
43,18,78,34
44,73,4,2
45,50,2,23
46,27,51,80
47,11,10,96
48,88,3,68
49,25,13,50
50,32,95,32
51,19,87,54
52,64,26,20
53,77,58,43
54,82,78,1
55,11,58,16
56,66,98,92
57,32,28,63
58,15,22,31
59,53,69,78
60,4,70,77
61,48,74,22
62,89,10,53
63,77,86,87
64,96,6,77
65,54,43,52
66,37,19,76
67,32,90,43
68,63,40,58
69,23,94,22
70,68,40,57
71,76,53,30
72,99,40,32
73,33,63,13
74,49,73,8
75,26,85,79
76,92,5,72
77,61,66,81
78,41,84,67
79,91,43,56
80,84,23,63
81,2,28,84
82,67,18,64
83,5,72,57
84,27,71,23
85,79,81,40
86,86,63,79
87,74,29,79
88,7,73,2
89,47,41,7
90,18,35,19
91,15,16,65
92,43,11,94
93,37,65,20
94,38,22,90
95,97,78,52
96,61,57,95
97,74,83,22
98,30,6,64
99,29,64,17
100,2,5,3
101,29,98,37
102,7,17,44
103,25,5,18
104,59,3,4
105,41,97,5
106,86,99,91
107,6,80,14
108,74,50,72
109,84,30,11
110,99,47,59
111,47,79,62
112,68,49,93
113,82,17,79
114,78,75,44
115,83,6,5
116,34,73,24
117,44,54,3
118,97,31,60
119,38,88,81
120,61,24,19
121,80,26,21
122,56,68,14
123,98,69,40
124,88,79,93
125,84,23,52
126,61,98,36
127,99,3,50
128,55,79,2
129,32,67,35
130,27,97,92
131,87,29,61
132,17,33,13
133,31,59,33
134,83,13,49
135,5,78,73
136,2,77,4
137,66,70,28
138,88,93,32
139,70,55,33
140,32,16,67
141,28,30,20
142,26,79,10
143,78,19,8
144,85,73,86
145,18,27,72
146,85,42,11
147,97,66,50
148,98,80,50
149,5,2,35
150,29,93,4
151,59,67,44
152,60,28,77
153,66,73,55
154,59,16,2
155,78,67,84
156,22,26,43
157,14,72,6
158,87,65,64
159,5,21,79
160,49,42,98
161,73,91,51
162,68,13,20
163,46,98,82
164,75,17,11
165,54,24,62
166,41,3,51
167,91,18,32
168,94,88,18
169,74,20,60
170,21,22,69
171,57,92,54
172,23,84,46
173,7,5,23
174,45,18,38
175,50,39,29
176,53,43,42
177,90,68,30
178,62,10,83
179,45,36,9
180,27,85,54
181,81,21,89
182,47,53,26
183,42,21,49
184,6,87,87
185,88,19,3
186,68,1,5
187,59,8,50
188,19,95,86
189,19,3,71
190,83,7,74
191,60,17,46
192,51,26,13
193,5,98,21
194,53,82,69
195,93,93,2
196,1,81,20
197,72,34,84
198,85,52,26
199,85,95,3
200,96,63,95
201,82,37,31
202,35,13,6
203,83,98,67
204,28,80,26
205,22,60,3
206,34,83,91
207,55,39,37
208,71,20,35
209,99,38,18
210,63,92,11
211,98,50,22
212,28,62,51
213,78,56,64
214,49,20,22
215,60,28,51
216,58,14,35
217,23,99,66
218,20,27,45
219,62,47,18
220,80,12,98
221,96,90,5
222,7,54,67
223,25,40,8
224,42,47,46
225,25,23,41
226,31,65,22
227,81,43,14
228,5,1,28
229,80,71,49
230,26,51,69
231,94,74,54
232,93,46,61
233,92,54,39
234,60,28,27
235,89,68,21
236,33,90,97
237,16,81,46
238,24,2,77
239,83,73,36
240,25,41,4
241,56,18,4
242,63,48,82
243,80,41,15
244,30,93,26
245,73,99,94
246,12,63,35
247,79,83,63
248,5,56,5
249,60,62,26
250,31,88,20
251,6,68,55
252,82,77,24
253,71,61,31
254,18,47,59
255,32,69,80
256,55,72,47
257,13,4,42
258,40,88,97
259,88,35,71
260,61,77,98
261,5,31,59
262,12,99,16
263,16,9,77
264,61,79,98
265,64,27,50
266,56,6,54
267,98,52,89
268,28,62,31
269,65,10,2
270,35,93,66
271,87,94,81
272,39,25,2
273,48,29,4
274,92,2,93
275,53,8,14
276,9,42,51
277,15,22,35
278,80,18,91
279,49,12,4
280,93,99,96
281,25,98,91
282,29,16,36
283,65,76,37
284,81,31,48
285,86,43,2
286,97,61,44
287,70,15,53
288,71,15,31
289,57,29,70
290,69,7,91
291,73,65,9
292,53,13,95
293,49,13,48
294,33,23,1
295,40,35,22
296,37,20,73
297,34,35,39
298,91,18,52
299,94,62,21
300,11,7,29
301,27,42,52
302,76,29,97
303,91,40,65
304,49,29,39
305,86,8,35
306,66,8,84
307,28,8,29
308,62,37,77
309,20,98,4
310,83,5,93
311,25,58,24
312,1,44,70
313,6,23,9
314,95,57,76
315,34,74,36
316,99,13,2
317,71,73,35
318,95,64,60
319,1,84,46
320,59,72,37
321,39,77,27
322,2,64,78
323,86,93,43
324,36,17,34
325,97,11,8
326,55,65,47
327,51,60,44
328,22,23,22
329,57,51,54
330,32,19,48
331,11,87,71
332,35,29,69
333,38,90,11
334,99,47,68
335,5,45,80
336,4,30,98
337,67,45,15
338,1,38,11
339,13,83,80
340,40,78,20
341,97,76,78
342,19,71,93
343,46,63,34
344,79,40,74
345,78,53,14
346,60,6,41
347,22,26,98
348,35,39,91
349,87,54,27
350,29,40,22
351,14,43,13
352,61,99,67
353,45,76,46
354,13,98,62
355,83,35,45
356,2,20,93
357,60,87,82
358,36,66,31
359,2,13,23
360,62,8,16
361,55,63,72
362,67,37,28
363,16,34,99
364,36,24,93
365,58,39,80
366,6,75,87
367,36,33,18
368,62,33,79
369,24,15,30
370,35,43,69
371,98,39,66
372,80,31,58
373,66,90,1
374,87,94,73
375,27,41,98
376,43,63,11
377,60,11,46
378,22,10,70
379,53,23,42
380,76,26,51
381,92,42,47
382,11,58,60
383,29,28,45
384,20,38,11
385,91,45,35
386,42,79,70
387,22,83,38
388,64,65,56
389,53,18,73
390,15,42,73
391,18,21,32
392,42,50,95
393,87,6,37
394,13,73,96
395,22,58,10
396,23,46,23
397,74,48,29
398,67,52,80
399,91,2,76
400,19,16,16
401,97,53,72
402,81,35,86
403,75,36,4
404,56,8,38
405,49,63,64
406,48,68,64
407,4,5,38
408,5,42,26
409,65,98,13
410,86,96,21
411,97,81,81
412,22,68,75
413,62,78,80
414,32,73,53
415,90,92,22
416,24,54,76
417,26,7,28
418,30,86,7
419,19,28,55
420,84,80,93
421,49,13,34
422,78,30,44
423,3,7,77
424,54,40,98
425,13,58,73
426,17,66,83
427,37,99,60
428,4,56,39
429,54,18,86
430,64,76,75
431,20,30,16
432,16,25,80
433,73,99,71
434,82,38,82
435,30,96,30
436,81,56,5
437,44,76,46
438,97,10,57
439,20,19,43
440,33,84,99
441,58,12,52
442,48,1,33
443,71,41,62
444,71,51,63
445,17,66,17
446,80,19,31
447,71,1,41
448,44,2,61
449,47,2,84
450,10,93,38
451,80,11,59
452,39,36,31
453,73,96,51
454,29,88,7
455,41,56,18
456,7,62,87
457,44,40,33
458,37,98,26
459,31,85,85
460,10,88,54
461,46,43,72
462,64,44,96
463,85,63,48
464,87,37,90
465,60,16,16
466,18,18,43
467,76,22,7
468,48,4,54
469,27,46,57
470,49,45,39
471,78,64,23
472,72,65,13
473,16,69,94
474,25,79,14
475,99,17,21
476,90,38,46
477,27,63,16
478,34,16,98
479,86,51,1
480,23,88,16
481,17,60,46
482,61,7,83
483,91,50,49
484,48,22,64
485,4,90,28
486,47,89,36
487,75,99,13
488,67,50,64
489,68,64,82
490,25,89,88
491,26,17,68
492,9,55,68
493,31,51,8
494,70,38,15
495,64,35,25
496,78,39,15
497,13,53,11
498,98,44,49
499,63,16,57
500,18,52,93
501,5,35,1
502,4,4,62
503,48,64,48
504,85,27,75
505,91,62,89
506,73,29,60
507,24,15,57
508,2,90,81
509,46,22,27
510,88,90,31
511,25,82,7
512,69,77,73
513,10,7,80
514,8,92,39
515,93,60,23
516,45,74,16
517,89,82,98
518,12,74,83
519,65,58,79
520,79,31,12
521,17,65,62
522,97,44,17
523,20,27,85
524,93,86,44
525,89,20,46
526,27,30,51
527,50,64,86
528,66,77,79
529,75,41,49
530,23,62,25
531,68,96,88
532,89,25,90
533,68,30,35
534,93,94,80
535,19,8,80
536,89,60,86
537,26,7,46
538,48,69,60
539,24,17,76
540,59,54,11
541,64,65,97
542,31,99,91
543,67,44,79
544,16,53,72
545,94,75,60
546,55,61,6
547,88,58,66
548,26,37,20
549,2,54,63
550,22,74,42
551,71,93,63
552,32,55,80
553,15,52,28
554,75,75,13
555,81,8,52
556,23,58,43
557,89,90,9
558,4,41,17
559,54,15,43
560,55,90,80
561,14,25,70
562,93,47,81
563,43,94,73
564,62,35,75
565,44,71,87
566,87,87,70
567,34,86,93
568,76,27,67
569,86,50,6
570,35,6,43
571,14,58,11
572,96,6,41
573,29,36,13
574,5,84,36
575,79,29,92
576,42,40,51
577,5,49,16
578,38,64,24
579,10,26,81
580,37,65,2
581,71,63,72
582,99,55,76
583,19,44,15
584,24,38,21
585,79,45,30
586,45,72,62
587,65,53,16
588,91,49,19
589,24,50,43
590,44,57,82
591,41,6,92
592,14,87,85
593,61,4,95
594,66,55,81
595,86,93,24
596,4,88,57
597,90,98,76
598,44,41,46
599,44,48,1
600,29,41,81
601,65,40,18
602,66,66,56
603,3,30,51
604,79,13,69
605,11,69,8
606,4,72,50
607,13,17,49
608,87,51,88
609,92,92,10
610,40,42,58
611,33,94,56
612,92,99,71
613,64,99,5
614,22,11,54
615,22,22,50
616,12,47,16
617,32,31,70
618,70,39,7
619,49,94,32
620,59,19,49
621,77,54,21
622,63,23,71
623,32,63,17
624,68,81,63
625,61,93,65
626,7,86,15
627,70,75,83
628,99,73,33
